title,cleaned_description,cluster,topic
"DK Shivakumar Makes Sensational Claim On ‘Black Magic’, Kaala Jaadu’ Theory Deflection? | Blueprint","In this episode of The Blueprint Explosive Exclusive anchor Pranesh Roy discusses Karnataka Deputy Chief Minister DK Shivakumar’s statement on ’black magic’ which sparked a row. Amid the Karnataka government's official suicide row On Thursday, the Karnataka Deputy CM had claimed that Kerala tantriks were orchestrating black magic rituals aimed at himself and Chief Minister Siddaramaiah to disrupt the Congress-led government in the state. We are joined by eminent panelists to discuss the issue. Watch the full video to know more. Stay tuned on Times Now for all the details.      Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",14,com https karnataka times timesnow
"Houthis Missile Blitz In 3 Seas| Rebels Down MQ-9 Spy Drone, Share Visuals| Iran's 'Qadr' Used?","Iran-backed Houthis' Naval Armed Forces have targeted six ships in waters near the country as well as the Mediterranean Sea as part of their operations against Israel and its backers the United States and Britain. Meanwhile, another US military MQ-9 Reaper drone was shot down by Yemeni rebel domestic missiles in the east of Ma’rib province.            Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",15,com https news times timesnow
IDF Claims Over 20 Tunnels Located Near Egypt-Gaza's Philadelphi Corridor| Hamas Oxygen Line Cut?,"On May 29, the Israeli Defense Forces (IDF) announced operational control over the Philadelphi Route, a vital 14-kilometer stretch along the Gaza-Egypt border. As per IDF, this area has yielded dozens of rocket launchers and at least 20 tunnels. Additionally, the IDF has identified another 82 tunnel shafts leading into these tunnels within the Philadelphi Corridor. IDF also noted that approximately 70 rockets and mortars were fired at Israel from the Rafah area in recent weeks.            Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",16,com https idf news times
Former US President Donald Trump Convicted In Hush-Money Case | Breaking News,Breaking News: Donald Trump became the first US president to be convicted of a crime on Thursday when a New York jury found him guilty of falsifying documents to cover up a payment to silence a porn star. He is now likely to be sentenced on 11th July. Watch!         ,17,breaking convicted donald president trump
"PM Modi Issues 'Toofan' Warning Ahead Of June 4, Outlines Confident Path For Next 125 Days | News","In a recent development prime minister Modi declared that ""he is so confident of winning elections that he is already preparing for his third term."" Watch!        ",18,125 confident modi toofan warning
Explosive Details Revealed by Insider in Pune Porsche Crash: Is Ajit Pawar Backing Teen Accused?,"Maharashtra deputy CM Ajit Pawar, one MLA and one state minister from his faction of the NCP are under fire over allegations that they ""interfered"" with the police case against the drunk minor son of a Pune builder who killed two people with his car on May 19 as insider reveled names. Watch!       Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",19,com https insider timesnow www
"K. Annamalai Predicts BJP to Secure 370+ Seats, NDA to Surpass 400 in Upcoming Elections on June 4","K. Annamalai Predicts BJP to Secure 370+ Seats, NDA to Surpass 400 in Upcoming Elections on June 4               Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",20,com https news times timesnow
"Annamalai's Explosive Take On BJP's Chances In South, Best Interview Just Before Results | NewsHour","In today's episode of NewsHour Debate with anchor Navika Kumar on Times Now, We have joined by the poster boy of Tamil Nadu K Annamalai joins the exclusive conversation with anchor Navika Kumar. K Annamalai talks about PM Modi's Kanniyakumari visit, Makkal, Modi's southern reach, Lok Sabha elections 2024 And key issues. Are you still confident about the 25% vote share for BJP in Tamil Nadu this time?, Navika Kumar asks TN BJP chief K Annamalai. K Annamalai further added, I am extremely confident of a 25% vote share and I stick to my numbers,"" says K Annamalai. PM Modi is traveling to extreme ends of Bharat and trying to give a larger message that for him everyone is equal. He would have gone to UP or his constituency today, but then he chose to come to Tamil Nadu. He is not selfish. Watch exclusive full interview on Times Now.        ",21,annamalai bjp kumar modi nadu
"INDIA Alliance Faces Uncertainty As Kejriwal Questions Longevity, AAP Demands All 13 Seats In Punjab","Before the polls, there is an indication that the INDIA alliance may not be permanent. As Delhi Chief Minister Arvind Kejriwal said in a curious statement, AAP's marriage with Congress is not permanent. The AAP chief is demanding voters to give them all 13 seats in the LS polls.         ",22,13 aap permanent polls seats
"Modi Government Delivers On CAA Pledge, Mamata Calls It BJP's 'Divide & Rule' | Latest News","War of words erupt over Karnataka Babu suicide case intensifies with BJP accusing Congress involvement. Meanwhile, in West Bengal, the Centre delivers caa vows, citizenship rollout across states. Watch out for more such updates and news.            Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",23,com https news timesnow www
Prajwal Revanna To Fly From Munich At 4:30 PM (IST) And Land In Bengaluru | Latest Updates,"Times Now has obtained Prajwal Revanna's boarding pass. Prajwal to fly from Munich at 4:30 PM (IST) and land in Bengaluru at 12:30 AM (IST) . Reportedly, Activists have also planned a 'Hassan chalo' against Prajwal Revanna. Watch the full video to know more.       Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",24,com https news times timesnow
"PM Modi Set To Reach Kanniyakumari For Meditation, Sparks Opposition Criticism | Latest News","As the Lok Sabha Elections enter their final leg, PM Modi is set to reach Kanyakumari shortly to meditate. Meanwhile, the opposition questions why PM Modi needs a camera for meditation and hits out at him. Watch out for more updates and news.            Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",25,com https pm timesnow www
Politics Erupts Over Gonda Accident: Karana Bhushan Singh Denies Convoy Rumors | English News,"Politics begins over the Gonda accident. ""It's a very unfortunate incident. These are just rumors that there was a convoy of cars; there were just 4 cars... After crossing 4 to 5 kilometers, I learned about the incident, and I sent my own car to take them to the hospital. My family members were present during the postmortem until the funeral,"" said Karana Bhushan Sing. Stay tuned to Times Now for more updates.        Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",26,com https times timesnow www
"PM Modi's Meditation Plan Sparks Row, Congress Alleges Publicity Stunt To Garner Votes | LS Polls","Lok Sabha Polls 2024: Prime Minister Narendra Modi to hold a meditation session at Vivekananda Rock in Kanyakumari in the final leg of Lok Sabha polls. Amit Shah is also expected to visit Tamil Nadu.Meanwhile Congress and CPI have approached the Election Commission regarding Prime Minister Narendra Modi's proposed 48-hour meditation session at Vivekananda Rock Memorial in Kanyakumari. They alleged that such type of publicity violates the model code of conduct and further added 'PM Should Do Meditation On June 1'. For more updates watch Times Now.                Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",27,com https meditation timesnow www
Anand Ranganathan Ponders: PM Modi's Meditation Spots and BJP's Election Outcomes,"Anand Ranganathan Ponders: PM Modi's Meditation Spots and BJP's Election Outcomes              Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",28,com https news times timesnow
BJP Alleges 'Power Grab' By Pandian As Viral Video Shows Him Grabbing Odisha CM's Hands,"""Power grab by Pandian,"" claims the BJP, as a video of Naveen Patnaik's aide, VK Pandian, grabbing the trembling hands of Odisha CM and trying to hide it goes viral. Stay tuned to Times Now for more updates.         Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",29,com https times timesnow www
"Jitendra Awhad Rips Apart Ambedkar Poster, Ajit Pawar Faction Protest Against Awhad | Latest","Breaking News: During protests against the inclusion of Manusmriti (that is to be included) in the syllabus, Jitendra Awhad mistakenly tore posters of B.R Ambedkar in Maharashtra. The incident has sparked political controversy, with calls for Awhad's arrest. Awhad claims it was an accident, but tensions are high amidst the unfolding situation. Watch out for more such updates and news.         Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",30,awhad com https news timesnow
Rafah Massacre: IDF Shelling Kills Over 35 In Shelter Days After 45 Gazans Wiped Off In Camp Strike,"Israel accused of launching second attack in Rafah days after barbaric strike on a designated humanitarian camp. A fresh attack rocked a cluster of tents in the Al Mawasi region on May 28, informed Gaza emergency services. This comes two days after Israel  military launched a ""precise"" air strike in north-west Rafah killing over 45 civilians.                    Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",31,com https news times timesnow
Delhi Court Summons AAP Leader Atishi In Defamation Case By BJP Over Poaching Allegation,"Lok Sabha Polls 2024: Delhi Minister Atishi Marlena has been summoned in the defamation case filed by the BJP's Praveen Shankar Kapoor over the poaching allegation made by her against the BJP. Atishi has been directed to appear in Rouse Avenue court on June 29. For more updates watch Times Now.            Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",32,atishi com https times timesnow
"'Chinese Allegedly Invaded India': Mani Shankar Aiyar Sparks Fresh Row, Jairam Ramesh Reacts | News","Video Clip Credit: Mani Shankar Aiyar’s interview clip used in this video is sourced from the YouTube channel 'The Ewer (Chill-Pill)   Lok Sabha Polls 2024: Congress leader Mani Shankar Aiyar sparked a political controversy when he stated that ""the Chinese allegedly invaded India"" in October 1962. The BJP condemned this remark as 'a blatant attempt at revisionism'. Meanwhile Congress leader Jairam Ramesh rejected to Aiyar's phraseology. For more updates watch Times Now.     leader        Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",33,aiyar com https leader timesnow
Ex Pak Minister Fawad Chaudhry Backs I.N.D.I.A Bloc: Every 'Pak Citizen Wants Modi To Lose Polls',"Lok Sabha Polls 2024: Former Pakistani minister Fawad Chaudhry has expressed his support for the I.N.D.I.A Bloc, stated that every pakistani citizen wants Prime Minister Narendra Modi to be defeated in the 2024 Lok Sabha elections. He also extended his best wishes to Arvind Kejriwal and Mamata Banerjee. For more updates watch Times Now.            Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",34,com https minister times timesnow
"Telangana Phone Tapping Case: Phone Tapping Row Haunts KCR, Stunning Disclosure By Ex-DCP | Latest","Telangana Phone Tapping Case: A former police officer exposes a phone-tapping operation by Telangana's Special Intelligence Bureau during the BRS government, implicating prominent figures and sparking political controversy. Watch to uncover the fallout and reactions to this scandal. Stay tuned on times now for more such updates and news.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",35,com https phone tapping timesnow
'TMC Is Fighting For Survival & Its Existence' PM Modi Tears Into TMC Ahead Of Last Phase Of Polls,"Prime Minister Narendra Modi attacked TMC before the last phase of Lok Sabha elections and said that TMC is fighting for survival and its existence.' Watch the video to know what more PM Modi said.              Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",36,com https news times timesnow
