title,cleaned_description,cluster,topic
MP में Nursing College Scam में भ्रष्टाचार को लेकर बर्खास्त होने वाले CBI आधिकारी की कुंडली,"MP Nursing College Scam: मध्य प्रदेश (Madhya Pradesh) में नर्सिंग कॉलेज घोटाला (Nursing College Scam) बहुत डराने वाला है. लेकिन उससे ज्यादा डराने वाला मामला जांच अधिकारियो का ही भीषण भ्रष्टाचार में लिप्त होना है. जिन्हें नर्सिंग कॉलेज घोटाले (Nursing College Scam) की जांच करनी थी, भ्रष्टाचारियों को कानून के सामने लाना था, वो खुद घूस लेते पकडे गए। इसी चक्कर में सीबीआई (CBI) का इंस्पेक्टर राहुल राज घूस लेते रंगे हाथ पकड़े जाने के बाद. गिरफ्तार भी हुआ और बर्खास्त भी कर दिया गया. Watch full video:",62,college nursing scam कर रष
Lok Sabha Elections 2024: सरकार बनी तो Agniveer Yojana खत्म - राहुल गांधी,,63,nan
"North Block Bomb Threat के बाद अलर्ट पर सुरक्षा एजेंसियां, Home Ministry को आया था धमकी भरा E-Mail","North Block Bomb Threat के बाद अलर्ट पर सुरक्षा एजेंसियां, Home Ministry को आया था धमकी भरा E-Mail",64,block bomb home mail ministry
Pune Porsche Accident: पुणे में हुए हादसे को लेकर Rahul Gandhi ने ये क्या कह दिया | Shorts,"Haryana: कांग्रेस सांसद राहुल गांधी ने कहा, ""पुणे में 17 साल का बच्चा शराब पीकर पोर्श गाड़ी चलाता है, 2 लोगों को मार देता है और उससे कहा जाता है कि निबंध लिखो। अगर वह निबंध लिखेगा तो बस ड्राइवर, ट्रक ड्राइवर, टेम्पो ड्राइवर से भी निबंध लिखाओ...""",65,17 इवर कर कह वह
Bermuda Triangle का रहस्य जानिए जो निगल गया सैकड़ों Plan | Devil's Triangle | Columbus |,Bermuda Triangle History: अटलाटिंक महासागर में करीब पांच लाख स्क्वायर किलोमीटर का एक ऐसा इलाका है. जो फ्लोरिडा के पास से शुरू होकर प्यूटोरिको और बरमूडा द्वीप तक जाता है. ऐसे में ये समुद्र के अंदर एक काल्पनिक सा ट्रायंगल क्रिएट करता है. इसी पूरे इलाके को हम बरमूडा ट्रायंगल के नाम से जानते हैं.,66,bermuda triangle इल गल बरम
Lok Sabha Election 2024: दिल्ली के पोस्टर वॉर का हिस्सा रहे ऑटो वाले इस चुनाव में कहां है?,Lok Sabha Election 2024: दक्षिणी दिल्ली में बीजेपी ने रमेशा बिधूड़ी का टिकट काट कर रामवीर सिंह बिधूड़ी को उतारा है। जबकि इंडिया गठबंधन से सहीराम पहलवान चुनावी मैदान में है।,67,2024 election lok sabha रम
Lok Sabha Election 2024: BJP ने Pawan Singh को पार्टी से निकाला | क्या है कारण | Bihar | Top News,Lok Sabha Election 2024: देश में चल रहे चुनावी सरगर्मी के बीच भोजपुरी सुपरस्टार Pawan Singh पर BJP ने बड़ी कार्रवाई की है। Bihar भाजपा अध्यक्ष Samrat Chaudhary के आदेश से पवन सिंह को पार्टी से निष्कासित कर दिया गया है। कारण - पार्टी का कहना है कि पवन सिंह अनुशासनहीनता और दल विरोधी गतिविधियों में शामिल हैं जिसके चलते उन पर कार्रवाई की गई है। पवन सिंह काराकाट संसदीय सीट से निर्दलीय चुनाव लड़ रहे हैं और इसी सीट से एनडीए समर्थित उपेंद्र कुशवाहा भी चुनावी मैदान में हैं। बताया जा रहा है कि पवन सिंह ने पार्टी की बात नहीं मानी थी जिसके चलते ही ये कार्रवाई की गई।,68,चलत पर पवन रव रह
Latest News Live:  सुबह की बड़ी खबरें |  PM Modi Rally | Rahul Gandhi | Lok Sabha Election 2024,Latest News Live: सुबह की बड़ी खबरें | PM Modi Rally | Rahul Gandhi | Lok Sabha Election 2024,69,2024 election gandhi latest live
Haryana Politics | हरियाणा में BJP कहां पर कितने वोटों से जीती थी | Lok Sabha Elecitons 2019,Lok Sabha Elections 2024: लोकसभा चुनावों का दंगल छठे दौर में पहुंच रहा है और दंगल शब्द का ज़िक्र हो और तो खुद ब खुद हरियाणा ज़हन में आ जाता है और चुनावों के लिहाज़ से हरियाणा बेलवेदर स्टेट कहलाता है क्योंकि 1999 से हरियाणा जीतने वाली पार्टी केंद्र की सत्ता में काबिज़ होती है। 2019 में बीजेपी ने इन सभी 10 सीटों पर जीत दर्ज की थी. इस बार चुनावों से ठीक पहले बीजेपी ने एमएल खट्टर को हटाकर नायब सिंह सैनी को मुख्यमंत्री बनाने के साथ ही दुष्यंत चौटाला से गठबंधन भी तोड़ लिया.,70,lok तन दर पर हर
Prashant Kishor: BJP नेतृत्व वाली सरकार का चुनाव में प्रदर्शन कैसा रहेगा? | Khabron Ki Khabar,"Prashant Kishor NDTV Exclusive Interview: भारतीय राजनीतिक रणनीतिकार प्रशांत किशोर ने NDTV के एडिटर-इन-चीफ संजय पुगलिया (Sanjay Pugalia) को एक्सक्लूसिव इंटरव्यू दिया. इस दौरान उन्होंने कहा कि चार जून को चुनाव का नतीजा क्या होगा ये तो भविष्य ही बताएगा. हालांकि उनको लगता है कि NDA सराकर की वापसी होने जा रही है. प्रशांत किशोर ने कहा, ""ऐसा लगता है कि पीएम मोदी 4 जून को 2019 की तरह ही या उससे थोड़ा बेहतर आंकड़ों के साथ सत्ता में लौटेंगे."" देखें NDTV के साथ प्रशांत किशोर की Exclusive बातचीज.",71,exclusive ndtv कह रश लगत
Chapra Saran Violence: Bihar के Chapra में कल के विवाद ने आज फिर लिया हिंसक रूप,Chapra Firing News: सारण में कल हुई हिंसा में एक व्यक्ति की मौत हो गई जबकि दो लोग घायल हुए थे. सारण से आरजेडी उम्मीदवार और आरजेडी नेता रोहिणी आचार्य (Rohini Yadav) घायलों से मिलने पहुंची. हिंसा के बाद पूरे इलाक़े को पुलिस छावनी में तब्दील कर दिया गया है.,72,chapra आरज कल यल रण
Mallikarjun Kharge NDTV Interview: Mamta Banerjee और Nitish Kumar की INDIA Alliance में होगी वापसी ?,Mallikarjun Kharge NDTV Interview: कांग्रेस अध्यक्ष मल्लिकार्जुन खरगे ने NDTV से ख़ास बातचीत में कहा कि इस चुनाव में I.N.D.I.A. गठबंधन बहुत आगे है. उन्होंने कहा कि बेरोज़गारी से बड़ी संख्या में युवा परेशान हैं. साथ ही उन्होंने कहा की इकनोमिक बैकवर्ड लोगों को आरक्षण मिलना चाहिए। खरगे ने मुसलमानों में जो गरीब हैं उनके लिए भी न्याय मिलने की बात कही. उनसे ये भी पूछा गया कि क्या ममता बनर्जी (Mamta Banerjee) और नीतीश कुमार (Nitish Kumar) की INDIA Alliance में फिर वापसी हो पाएगी. इस बात का भी उन्होंने जवाब दिया. Watch Full Interview:,73,interview ndtv उन कह पस
Gurugram Lok Sabha Seat: मौजूदा सांसद Rao Inderjit Singh को Congress के Raj Babbar दे रहे टक्कर,Lok Sabha Election 2024: गुरुग्राम में चुनाव नज़दीक आ गए हैं …यहाँ बीजेपी कांग्रेस में मुख्य मुक़ाबला है ..मौजूदा सांसद राव इंद्रजीत को कांग्रेस के राज बब्बर टक्कर दे रहे हैं। अदिति राजपूत ने गुरुग्राम के सदर बाज़ार जाकर जाना कि इस चुनाव में लोगों के मुद्दे क्या हैं।,74,lok sabha कर टक रह
PM Modi LIVE | Uttar Pradesh के Prayagraj में पीएम मोदी की जनसभा LIVE | NDTV India Live TV,,75,nan
"Lok Sabha Election 2024 | Ticket कटना हार नहीं, बेटे को मिल गया टिकट : Brij Bhushan Sharan Singh",Brij Bhushan Sharan Singh: दिल्ली (Delhi) में महिला पहलवानों से छेड़छाड़ के आरोपी बीजेपी नेता बृजभूषण सिंह ने आज कोर्ट में हाजिरी लगाई. इस मौके पर मीडिया से बात करते हुए बृजभूषण सिंह ने कहा कि अभी पुलिस ने चार्जशीट दायर की है. कोर्ट में पुलिस को आरोप साबित करना है. मेरे पास बेगुनाही के पूरे सबूत मौजूद है.,76,bhushan brij singh जभ षण
PM Modi Speech | Bihar के Maharajganj में पीएम मोदी का जनता को संबोधन | Lok Sabha Elections,PM Modi LIVE | Bihar के Maharajganj में पीएम मोदी का जनता को संबोधन | Lok Sabha Elections,77,bihar elections lok maharajganj modi
"Election 2024: Uttar Pradesh के Gorakhpur की जनता की मांग है रोज़गार, नेताओं ने दिए क्या जवाब?","Lok Sabha Elections: Uttar Pradesh की हॉट सीट गोरखपुर में NDTV Election Carnival पहुंच चुका है. गोरखपुर में जनता जनार्दन किसको इस बार पहनाएगी राजीनीति का ताज, CM योगी (Yogi Adityanath) के गढ़ में कांग्रेस लगा पायेगी सेंध? देखिए इन चुनावों में जनता के क्या हैं मुद्दे?",78,election pradesh uttar जनत रखप
"Covid New Variant: Covid 19 के नये वेरिएंट ""FLiRT"" से सावधान! | Corona Virus","Covid New Variant: Covid 19 के नये वेरिएंट ""FLiRT"" से सावधान! | Corona Virus",79,19 corona covid flirt new
"Deepika Padukone, Ranveer Singh और Hrithik Roshan ने Mumbai में डाला Vote | Lok Sabha Polls",,80,nan
Lok Sabha Elections 2024: Lucknow में महिला वोटर ने गीत गाकर महिलाओं से इस तरह किया मतदान का आह्वान,,81,nan
"Iran President Ebrahim Raisi की Helicopter हादसे में मौत पर America बोला, कोई फाइल प्ले नहीं | NDTV",Iran Presidential Helicopter Crash: ईरान के राष्ट्रपति रईसी की हेलिकॉप्टर हादसे में मौत हो गई. इस हादसे के बाद अमेरिका की ओर से भी बयान आया है कि इसमें कोई हमले (फाउल प्ले) की आशंका नहीं है. क्या ईरान अमेरिका पर भरोसा करेगा. ईरान आगे क्या करेगा. समझें यहां.,82,अम ईर कर दस नह
"Lok Sabha election 2024: शाहिद, जाहन्‍वी, राजकुमार राव ने किया वोट","लोकसभा चुनाव की 49 सीटों पर आज वोटिंग हो रही है. इस बीच बॉलीवुड के सितारे भी अपने मताधिकार का प्रयोग करने पहुंच रहे हैं. शाहिद कपूर, जाहन्‍वी कपूर, राजकुमार राव, अभिनेता फरहान अख्तर, परेश रावल समेत कई फिल्‍मी सितारों ने अपना वोट डाल दिया है.",83,अपन जक पर रह हन
"5th Phase Election 2024 Voting: Rajkummar Rao ने डाला Vote, फिर की मतदान की अपील",,84,nan
Lok Sabha Election Phase 5 Voting: Mumbai में Vote डालने के बाद Akshay Kumar ने मीडिया से की बात,,85,nan
Lok Sabha Election 2024: Uttar Pradesh में सफल होगी Akhilesh-Rahul की चाल...या BJP करेगी कमाल?,UP Politics: उत्तर प्रदेश (Uttar Pradesh) में अखिलेश यादव (Akhilesh Yadav) और राहुल गांधी (Rahul Gandhi) की जोड़ी बीजेपी (BJP) को हराने के लिए पूरा दमखम लगा रही है. 7 साल बाद समाजवादी पार्टी और कांग्रेस (Congress) एक बार फिर मिलकर चुनाव लड़ रही है. INDIA गठबंधन के लिए सबसे बड़ी चुनौती यूपी में बीजेपी की सीटें कम करने की है.,86,pradesh rahul uttar कम रह
"Lok Sabha Election 2024: देश की राजधानी के चुनावी मुद्दे, Delhi की जनता ने बताई दिल की बात","Lok Sabha Election 2024: Delhi में आम आदमी पार्टी(AAP) की सरकार है. हालांकि यहां की सभी सात सीटों पर बीजेपी(BJP) का कब्ज़ा है. दिल्ली के लोगों के क्या मुद्दे हैं, ये उन्होंने बताया",87,2024 delhi election lok बत
PM Modi EXCLUSIVE Interview On NDTV: 'हमारा पलड़ा भारी है': PM Modi | BJP | Lok Sabha Election 2024,"PM Modi Super Exclusive Interview With Sanjay Pugalia On NDTV | दुनिया के सबसे बड़े लोकतंत्र का ऐतिहासिक चुनाव, कैसा होगा भारत का भावी इतिहास? देखिए भारत के प्रधानमंत्री PM मोदी का सुपर एक्सक्लूसिव इंटरव्यू NDTV के सभी नेटवर्क्स पर Watch Full Interview Here:",88,exclusive interview modi ndtv pm
Gen-Z Reviews Manifestos: राजनीतिक पार्टियों के घोषणापत्र पर क्या बोले देश के युवा | #NDTV18KaVote,"NDTV 18 Ka Vote: भारत 18वें आम चुनाव में मतदान कर रहा है, एनडीटीवी के अरुण सिंह ने युवाओं से भारत के प्रमुख राजनीतिक दलों के घोषणापत्रों का विश्लेषण किया. राजनीतिक पार्टियों के घोषणापत्र पर क्या बोले देश के यवुा, देखिए ये रिपोर्ट.",89,जन पत पर रत षण
PM Modi Exclusive Interview: 'NDA को इस बार एतिहासिक जीत मिलेगी': पीएम मोदी | NDTV India,,90,nan
PM Modi Rally LIVE: Haryana के Sonipat में पीएम मोदी का जनसभा को संबोधन | NDTV India,,91,nan
NDTV Election Carnival: क्योंकि हर पहाड़ी “टोपी” कुछ कहती है | Himachal Pradesh #Shorts,,92,nan
Kanhaiya Kumar ने Thappad Kand के बाद Manoj Tiwari को दे दी चुनौती | Lok Sabha Election 2024,Kanhaiya Kumar ने Thappad Kand के बाद Manoj Tiwari को दे दी चुनौती | Lok Sabha Election 2024,93,2024 election kand kanhaiya kumar
Azamgarh में जनता किसे करेगी वोट? देखिए आज रात 8 बजे NDTV Election Carnival में | Elections 2024,,94,nan
PM Modi Rally: Haryana के Ambala में पीएम मोदी का जनसभा को संबोधन | NDTV India,,95,nan
"Bibhav Kumar Arrest: बिभव ने दिल्ली पुलिस को लिखा ई मेल, कहा- जांच में सहयोग को तैयार",Bibhav Kumar Arrest: Swati Maliwal Case: दिल्ली के मुख्यमंत्री अरविंद केजरीवाल (Delhi CM Arvind Kejriwal) के सहयोगी बिभव कुमार (Bibhav Kumar) को दिल्ली पुलिस (Delhi Police) ने हिरासत (Custody) में ले लिया है. राज्यसभा सांसद स्वाति मालीवाल के साथ हुई मारपीट के मामले में बिभव कुमार को हिरासत में लिया गया है. वहीं बिभव कुमार ने दिल्ली पुलिस को ई-मेल (E-Mail) लिखा है. ई-मेल लिख कर बिभव ने दिल्ली पुलिस को कहा है कि मैं हर जांच में सहयोग करने को तैयार हूं.,96,arrest bibhav kumar भव सहय
Swati Maliwal Case: केजरीवाल के घर से निकलती मालीवाल के वीडियो पर AAP ने पूछे सवाल,Swati Maliwal Case:केजरीवाल के घर से निकलते हुए स्वाति मालीवाल का एक वीडियो सामने आया है. जिसमें वो बाहर निकलती हुई दिख रही हैं. इस वीडियो पर आप ने सवाल उठाए हैं. आप नेता आतिशी का कहना है कि अगर उनके साथ मारपीट हुई तो वो आराम से कैसे चल रही थीं?,97,case maliwal swati कलत रह
Lok Sabha Election 2024: सुदूर गांवों में मुद्दों और उम्मीदों के बीच NDTV | Bundelkhand | Jhansi,Bundelkhand Lok Sabha Seat: 20 मई को पांचवे चरण के लिए मतदान होना है जिसमें बुंदेलखंड (Bundelkhand Lok Sabha Seat) की चार सीटें भी शामिल है। उसके पहले यहां चुनाव प्रचार ज़ोरों पर है। इस राजनीतिक सरगर्मी के बीच NDTV की टीम बुंदेलखंड के शहरी इलाकों से काफी दूर ... दूर-दराज़ के गांवों में पहुंची उनके मुद्दों और नयी सरकार से उनकी उम्मीदों को समझने के लिए... देखिये बुंदेलखंड के दो गांवों से हिमांशु शेखर की ग्राउंड रिपोर्ट.,98,bundelkhand lok ndtv sabha लख
Maharashtra की लड़ाई में NDA और INDIA में कौन किसपर पड़ेगा भारी? l Election Cafe,,99,nan
"Arvind Kejriwal बोले - BJP Yogi Adityanath को CM पद से हटा देगी, अब आ गया UP के मुख्यमंत्री का जवाब","Arvind Kejriwal बोले - BJP Yogi Adityanath को CM पद से हटा देगी, अब आ गया UP के मुख्यमंत्री का जवाब Lok Sabha Election 2024: दिल्ली के मुख्यमंत्री अरविंद केजरीवाल (Arvind Kejriwal) ने गुरुवार को समाजवादी पार्टी के अध्यक्ष अखिलेश यादव (Akhilesh Yadav) के साथ एक साझा प्रेस कॉन्फ्रेंस में उत्तर प्रदेश के CM Yogi Adityanath को लेकर एक दावा किया था. Arvind Kejriwal ने कहा था कि अगर BJP सत्ता में आई तो दो से तीन महीने में योगी आदित्यनाथ को उत्तर प्रदेश के मुख्यमंत्री के पद से हटा दिया जाएगा. इस पर CM Yogi Adityanath ने Arvind Kejriwal पर पलटवार किया. सुनिए क्या बोले Yogi Adityanath",100,adityanath arvind cm kejriwal yogi
Ravindra Bhati Exclusive: चुनाव जीतने के बाद पहला मुद्दा कौनसा उठाएंगे भाटी ?,"Lok Sabha Election: चुनाव के बीच देश के युवा नेता रविंद्र भाटी (Ravindra Bhati) से खास बातचीत की गई. इस दौरान उन्होनें अपने राजनीतिक सफर, राजस्थान की समस्याएं, पेपर लीक जैसे मामलों पर बात की. उन्होंने बताया कि उनको युवा बहुत पसंद हैं. वहीं ये भी उन्होंने बताया कि चुनाव जीतने के बाद संसद में पहला मुद्दा कौनसा उठाएंगे.",101,bhati ravindra उठ उन बत
Lok Sabha Election 2024: South central Mumbai की जनता किस सेना को देगी अपना समर्थन | NDTV India,"Maharashtra Politics: 2024 के लोकसभा चुनावों में महाराष्ट्र में जो सबसे दिलचस्प मुक़ाबला है, वह सेना और सेना के बीच का है। एक उद्धव की शिवसेना और दूसरी एकनाथ शिंदे की शिवसेना। दोनों धड़े कई सीटों पर आमने-सामने हैं। इनमें से एक सीट है दक्षिण मध्य मुंबई की सीट जहाँ मौजूदा सांसद राहुल शेवाले का मुक़ाबला है UBT के अनिल देसाई से ।",102,2024 एक बल वस सद
Rahul Gandhi शादी कर घर बसाएं...बहन Priyanka Gandhi ने जाहिर की इच्छा,"Priyanka Gandhi जो रायबरेली में अपने भाई के लिए जमकर प्रचार कर रही हैं उन्होंने कहा है कि वो भी अपने भाई को शादी करते हुए, पिता बनते हुए देखना चाहती हैं... प्रियंका गांधी ने एक इंटरव्यू के दौरान कहा कि, मैं एक बहन होने के नाते अपने भाई (Rahul Gandhi) को खुश देखना चाहती हूं..मैं चाहती हूं कि उनकी शादी हो और वो भी पिता बनें.",103,gandhi priyanka अपन बहन हत
Kapil Sibal बने Supreme Court Bar Association के अध्यक्ष | NDTV India,वरिष्ठ वकील कपिल सिब्बल (Kapil Sibal) को गरुवार को सुप्रीम कोर्ट बार एसोसिएशन (SCBA) का अध्यक्ष चुना गया. एससीबीए के चुनाव गुरुवार को हुए थे. हार्वर्ड लॉ स्कूल से स्नातक सिब्बल 1989-90 के दौरान भारत के अतिरिक्त सॉलिसिटर जनरल थे. उन्हें 1983 में वरिष्ठ वकील के रूप में नामित किया गया था. कांग्रेस के नेतृत्व वाली संयुक्त प्रगतिशील गठबंधन (UPA) सरकार में मंत्री रहे सिब्बल ने 1995 और 2002 के बीच तीन बार एससीबीए अध्यक्ष के रूप में कार्य किया था.,104,अध एसस बल यक वर
Maharashtra Politics: NDA की 'Bullet Train' को पछाड़ पाएगा INDIA Alliance? | NDTV Data Centre,Lok Sabha Election 2024: सोमवार को पांचवें चरण में महाराष्ट्र की 13 सीटों पर चुनाव होना है.लेकिन मुंबई रीजन की 10 सीटें चर्चा के केंद्र में है.वैसे तो लोकल मुंबई की लाइफलाइन है.लेकिन उसी मुंबई के ट्रैक पर देश की पहली बुलेट ट्रेन दौड़ने वाली है.फिलहाल मुंबई के चुनावी ट्रैक पर तमाम पार्टियां अपनी अपनी बुलेट ट्रेन दौड़ाने के लिए तैयार हैं और हम तैयार हैं मुंबई की चुनावी रेस को डिकोड करने के लिए,105,10 अपन उस पर बई
"Putin ने China में राष्ट्रपति Jinping से की मुलाकात, उस मुलाकात का India पर क्या हो सकता है असर?",रूसी राष्ट्रपति ब्लादिमीर पुतिन का चीन ने बेहद गर्मजोशी के साथ स्वागत किया। चीन के साथ रूस कई महत्वपूर्ण समझौते भी कर रहा है लेकिन सवाल है कि इसका प्रभाव भारत पर क्या पड़ेगा। भारत और रूस के संबंध ऐतिहासिक और परंपरा से जुड़े हैं। अब चीन भले अमेरिका विरोध में रूस से दोस्ती का हाथ मिला रहा है लेकिन रूस का दिल तो भारत के साथ ही है।,106,china पर रत रपत रह
"Lok Sabha Election: Raebareli में Rahul Gandhi की बढेगी मुश्किल, यादव वोटबैंक पर खतरा !","Lok Sabha Election: ठाकुर प्रसाद यादव रायबरेली (Raebareli) से बसपा प्रत्याशी हैं...जो इस बार राहुल गांधी (Rahul Gandhi) को झटका दे सकते हैं...समाजवादी पार्टी महागठबंधन में कांग्रेस के साथ मिलकर चुनाव लड़ रही है, ऐसे में सपा के यादव वोट्स तो राहुल गांधी को मिल जाएंगे..मगर 23 फीसदी ओबीसी जाति वाली इस सीट पर जो यादव मतदाता हैं वो ठाकुर प्रसाद यादव की और भी अपना रुख करेंगे. बसपा समर्थक राहुल की जगह ठाकुर प्रसाद यादव के नाम का बटन दबा सकते हैं.",107,election gandhi lok दव रस
Iran के Chabahar Port Deal को लेकर कैसे Foreign Minister Jaishankar ने कर दी America की बोलती बंद?,"Chabahar Port Deal: भारत ने ईरान के साथ चाबहार पोर्ट के संचालन के लिए डील करना अमेरिका को रास नहीं आया लेकिन भारत ने उसकी तिलमिलाहट को शांत कर दिया विदेश मंत्री एस जयशंकर ने अमेरिका को आईना दिखा दिया कि जब उसका अपना इंटरेस्ट होता है तो उसको चाबहार पोर्ट डील अच्छी लगती है.. लेकिन अपना काम निकल जाता है तो जुबान बदल जाती है अमेरिका हो या यूरोप, उनके हर उठाए सवाल का जैसा माकूल जवाब भारत देता है उससे यही ध्वनि निकलती है कि भारत अब झुकेगा नहीं।",108,port अम उसक कर रत
PM Modi Roadshow In Maharashtra | मुंबई उत्तर पूर्व में पीएम मोदी ने किया रोड शो | NDTV India,,109,nan
"Attack On Slovakia's PM:  स्लोवाकिया के प्रधानमंत्री Robert Fico पर जानलेवा हमला, हिरासत में संदिग्ध",Attack On Slovakia's PM: स्लोवाकिया के प्रधानमंत्री रॉबर्ट फिको को गोली मार दी (Slovak Prime Minister Robert Fico) गई है. गंभीर हालत में उन्हें अस्पताल में भर्ती कराया गया है. यह घटना राजधानी ब्रैटिस्लावा से लगभग 150 किलोमीटर उत्तर-पूर्व में हैंडलोवा शहर में हुई.,110,attack fico on pm slovakia
PM Modi Rally | Maharashtra के Kalyan में पीएम मोदी की विशाल जनसभा | NDTV India Live TV,,111,nan
PM Modi Rally | Maharashtra के Dindori में पीएम मोदी ने विशाल जनसभा को संबोधित किया,,112,nan
Lok Sabha Elections 2024: हाथ में संविधान की किताब पकड़ कर जनता से क्या बोले Rahul Gandhi?,,113,nan
Tejashwi Yadav: नौकरी नहीं तो युवा मंगलसूत्र कैसे पहनाएंगे | Bihar Politics,Bihar Politics: राजद नेता तेजस्वी यादव (Tejashwi Yadav) ने बुधवार को 'मंगलसूत्र' के बारे में प्रधानमंत्री नरेंद्र मोदी (PM Modi) की हालिया टिप्पणियों की आलोचना की. उन्होंने कहा कि जब नौकरी नहीं है तो युवा मंगलसूत्र कैसे पहनाएंगे.,114,bihar politics tejashwi गलस नह
NDTV Election Carnival: Prayagraj में सियासी राजा कौन? BJP या Congress? | Lok Sabha Election 2024,"Lok Sabha Elections 2024: करीब 8000 किलोमीटर का फासला तय करके इलेक्शन कार्निवल (NDTV Election Carnival) पहुंच गया Prayagraj, आइए जानते हैं क्या है संगम नगरी में चुनावी माहौल और समझते हैं यहां के मुद्दे और जनता के जज़्बात, देखें NDTV Election Carnival का ये ख़ास एपिसोड संगम नगरी प्रयागराज से NDTV Election Carnival | Lok Sabha Elections 2024 -",115,2024 carnival election ndtv sabha
Lok Sabha Elections 2024: क्या Fourth Phase के बाद बदली है हवा? l Election Cafe,,116,nan
"DC vs LSG: दिल्ली और लखनऊ के बीच भिड़ंत, Arun Jaitley की पिच पर Bowler या Batter किसका दिखेगा कमाल?","IPL 2024: आईपीएल 2024 (IPL 2024) का 64वां मुक़ाबला,14 मई को दिल्ली कैपिटल्स और लखनऊ सुपर जायंट्स के बीच खेला खेला जा रहा है. ये मुकाबला दिल्ली के अरुण जेटली स्टेडियम (Arun Jaitley Stadium, Delhi) में होगा. केएल राहुल (KL Rahul) के हाथों में लखनऊ सुपर जायंट्स की कप्तानी है, जबकि दिल्ली कैपिटल्स की कप्तानी ऋषभ पंत के कंधों पर है. बता दें कि एक मैच में बैन झेलने के बाद ऋषभ पंत एक बार फिर से अपनी टीम की कप्तानी करते हुए नजर आएंगे. ये मुकाबला दोनों टीमें प्ले ऑफ में पहुंचने की संभावनाओं की लड़ाई लड़ेगी.",117,कप टल पर बल लखनऊ
"Elections 2024: Bansuri Swaraj के साथ खाने पर सियासत और स्वाद का तड़का, देखें Poll Curry On NDTV","Lok Sabha Elections 2023: Bansuri Swaraj के साथ खाने पर सियासत और स्वाद का तड़का, देखें Poll Curry On NDTV NDTV India (Hindi News Channel):",118,bansuri ndtv swaraj तड सत
"न्याय, धर्म और हिम्मत दिखाने पर FIR: Maadhavi Latha | Asaduddin Owaisi | Lok Sabha Elections",,119,nan
PM Modi In Varanasi | PM Modi Nomination | Kaal Bhairav Mandir | Lok Sabha Elections | NDTV India,,120,nan
Lok Sabha Elections 2024: PM Modi ने Varanasi से दाखिल किया Nomination,"Lok Sabha Elections 2024: प्रधानमंत्री नरेन्‍द्र मोदी (Prime Minister Narendra Modi) ने आज वाराणसी लोकसभा सीट से अपना नामांकन दाखिल कर दिया है. इस दौरान 11 राज्यों के मुख्यमंत्री भी मौजूद रहे. पीएम मोदी के नामांकन के लिए चार प्रस्तावक - पंडित गणेश्वर शास्त्री, बैजनाथ पटेल, लालचंद कुशवाहा और संजय सोनकर रहे. दरअसल चुनाव में प्रस्तावक के बिना किसी उम्मीदवार का नामांकन अधूरा माना जाता है. रिटर्निंग ऑफिसर को प्रस्तावकों के हस्ताक्षर सत्यापित करने होते हैं.",121,2024 कन रस रह वक
Maadhavi Latha पर महिला Voter का बुर्का हटवाने के आरोप पर Case दर्ज | Asaduddin Owaisi | Elections,,122,nan
"Sushil Modi Death News: 'मेरे मित्र के आसमयिक निधन', सुशिल मोदी के निधन पर PM Modi का भावुक सन्देश",Sushil Modi Last Rites News: भारतीय जनता पार्टी (BJP) के वरिष्ठ नेता और बिहार के पूर्व उपमुख्यमंत्री सुशील कुमार मोदी का निधन हो गया. 72 साल के सुशील मोदी पिछले छह महीनों से कैंसर की गंभीर बीमारी से जूझ रहे थे. उनका दिल्ली के एम्स में इलाज चल रहा था. उन्हें बीजेपी ने राज्य के लिए अपने स्टार प्रचारकों में भी शामिल किया था. साथ ही अपनी चुनाव घोषणापत्र समिति का सदस्य भी नामित किया था.,123,modi news अपन धन रह
PM Modi In Varanasi: पीएम मोदी ने भावुक वीडियो जारी कर बताया Kashi से उनका नाता खास क्यों है,PM Modi Nomination from Varanasi: पीएम नरेंद्र मोदी (PM Modi) आज वाराणसी (Varanasi) से लोकसभा चुनाव (Lok Sabha Elections) के लिए नामांकन भरने जा रहे हैं. ऐसे में उन्होंने ने अपने एक्स हैंडल पर एक वीडियो साझा कर काशी से अपने रिश्ते के बारे में बताया. काशी और पीएम के बीच कैसा रिश्ता है यह बताते बताते पीएम भावुक हो जाते हैं. देखें पूरा वीडियो,124,modi pm varanasi एम बत
Lok Sabha Election 2024: क्या Telangana में विधानसभा जैसा प्रदर्शन दोहरा पाएगी Congress?,Lok Sabha Elections 2024 में क्या कांग्रेस 2023 की रेसिपी दोहरा पाएगी? 2023 में कांग्रेस को अप्रत्याशित जीत मिली थी. 40 फ़ीसदी वोट के साथ 119 में से 64 सीटें कांग्रेस ने हासिल की थी.,125,2024 lok sabha एग हर
Lok Sabha Elections: चौथे फेज की लड़ाई ने इन जगहों पर बनाया दिलचस्प मामला? l Election Cafe,,126,nan
